what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1358647962263
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1358647962308
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1358647962496
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1358647962501
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1358647963353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1358647974037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358647978286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358647988479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358647992794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358647992894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358647995134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358647995787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358647998400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648003128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358648009131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358648009528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648012006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648016577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358648019460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358648019915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648020335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648022255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648022557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648023841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648024163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648025655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648028894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648032085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648039341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648043123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648060580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648116647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648118051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648144067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648146582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648153968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648168132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648170405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648172237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648174398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648175419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648187910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358648204460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358648207265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1358648213672
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1358648214005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358648218124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648220699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648223010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648224980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648237191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648241181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648244164
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1358648244204
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358648253051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358648267069
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358648273608
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358648322142
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358648330833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648342559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648343811
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648347566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648363362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648370123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648372159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648428846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648431671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648435298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648439678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648521375
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1358648521406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648523169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648526251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648526916
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648533084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648534706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648544471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648551018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648618914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648618990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648619106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648640950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648654401
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358648695533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648702012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648717643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358648788513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358649037714
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358649038265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358649038418
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358649039480
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358649039769
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1358649040797
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1358649040822
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1358649040838
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1358649040856
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1358649040895
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1358649040916
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1358650033412
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1358650033415
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1358650033416
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1358650033417
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1358650033419
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1358650033420
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1358650033421
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1358650033422
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1358650033423
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1358650033425
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1358650033427
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1358650033428
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1358650033430
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1358650033431
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1358650033433
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1358650033434
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1358650033435
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1358650033437
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1358650033438
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1358650033439
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1358650033440
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1358650033441
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1358650033442
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1358650033444
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1358650033445
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1358650033447
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1358650033448
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1358650033449
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1358650033450
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1358650033452
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1358650033454
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1358650033455
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1358650033457
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1358650033459
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1358650033460
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1358650033461
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1358650033463
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1358650033464
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1358650033465
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1358650033467
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1358650033468
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1358650033470
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1358650033472
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1358650033474
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1358650033475
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1358650033477
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1358650033477
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1358650033478
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1358650033479
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1358650033480
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1358650033482
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1358650033484
started,bundle,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.ui",1358650033486
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1358650033488
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1358650033489
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1358650033490
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1358650033492
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1358650033493
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1358650033495
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1358650033497
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1358650033498
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1358650033500
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1358650033502
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1358650033502
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1358650033503
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1358650033505
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1358650033507
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1358650033508
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1358650033510
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1358650033512
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1358650033514
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1358650033515
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1358650033516
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1358650033518
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1358650033519
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1358650033523
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1358650033524
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1358650033524
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1358650033525
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1358650033528
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1358650033530
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1358650033531
