what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358653806699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358653807747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358653808883
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358653809536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358653813997
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358653817469
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1358653822553
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1358653822554
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1358653822558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358653826499
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358653835462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358653836506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358653837587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358653838264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358653845608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654055463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654057118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654058292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654065270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654109245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654272374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654275749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654372316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654377388
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654384801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358654490113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358655403436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358655484418
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358655487023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358655487974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358655500559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358655513233
